A�O;MES;CODIGO_RNT;COD_MUN;COD_DPTO;ESTADO_RNT;RAZON_SOCIAL_ESTABLECIMIENTO;DEPARTAMENTO;MUNICIPIO;CATEGORIA;SUB_CATEGORIA;HABITACIONES;CAMAS;NUM_EMP
2024;2;52364;13001;13;ACTIVO;APARTAMENTO 65 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52365;13001;13;ACTIVO;APARTAMENTO 66 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52366;13001;13;ACTIVO;APARTAMENTO 75 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52367;13001;13;ACTIVO;APARTAMENTO 85 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52368;13001;13;ACTIVO;APARTAMENTO 86 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52369;13001;13;ACTIVO;APARTAMENTO 87 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52370;13001;13;ACTIVO;APARTAMENTO 121 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;52372;13001;13;ACTIVO;APARTAMENTO 81 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;52373;13001;13;ACTIVO;APARTAMENTO 163 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;52374;13001;13;ACTIVO;APARTAMENTO 55 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;52375;13001;13;ACTIVO;CASA DOMINICA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOSTAL;9;15;0
2024;2;52387;13001;13;ACTIVO;APARTAMENTO 22 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52388;13001;13;ACTIVO;APARTAMENTO 21 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52398;13001;13;ACTIVO;APARTAMENTO 142 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;52399;13001;13;ACTIVO;APARTAMENTO 82 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;52400;13001;13;ACTIVO;APARTAMENTO 76 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52401;13001;13;ACTIVO;APARTAMENTO 55 POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52402;13001;13;ACTIVO;APARTAMENTO 56 POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52403;13001;13;ACTIVO;APARTAMENTO 77 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52404;13001;13;ACTIVO;APARTAMENTO 64 POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52407;13001;13;ACTIVO;AMARIS PEÑUELA LUIS JAVIER;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;4;4;1
2024;2;52408;13001;13;ACTIVO;AMARIS PEÑUELA LUIS JAVIER;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;4;4;1
2024;2;52417;13001;13;ACTIVO;APARTAMENTO 165 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52418;13001;13;ACTIVO;APARTAMENTO 161 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52419;13001;13;ACTIVO;APARTAMENTO 158 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52420;13001;13;ACTIVO;APARTAMENTO 155 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52421;13001;13;ACTIVO;APARTAMENTO 154 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52422;13001;13;ACTIVO;APARTAMENTO 135 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52423;13001;13;ACTIVO;APARTAMENTO 132 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52424;13001;13;ACTIVO;APARTAMENTO 131 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52425;13001;13;ACTIVO;APARTAMENTO 113 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52427;13001;13;ACTIVO;APARTAMENTO 18 EDIFICO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52428;13001;13;ACTIVO;APRTAMENTO 17 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52429;13001;13;ACTIVO;APARTAMENTO 97 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52430;13001;13;ACTIVO;APARTAMENTO 16 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52431;13001;13;ACTIVO;APARTAMENTO 96 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52432;13001;13;ACTIVO;APARTAMENTO 95 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52433;13001;13;ACTIVO;APARTAMENTO 94 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52434;13001;13;ACTIVO;APARTAMENTO 93 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52435;13001;13;ACTIVO;APARTAMENTO 91 EDIF. POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52436;13001;13;ACTIVO;APARTAMENTO 23 FARO TEQUENDAMA;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52437;13001;13;ACTIVO;APARTAMENTO 33 EDIF FARO TEQUENDAMA;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52448;13001;13;ACTIVO;APARTAMENTO 27 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52449;13001;13;ACTIVO;APARTAMENTO23 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52451;13001;13;ACTIVO;APARTAMENTO 181 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;52452;13001;13;ACTIVO;APARTAMENTO 171 EDIFICIO POSEIDON DEL CARIBE.;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;3;52453;13001;13;ACTIVO;EDIFICIO PALMETTO 342;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;5;6
2024;2;52480;13001;13;ACTIVO;APARTAMENTO 123 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;4;52508;13001;13;ACTIVO;PRESTO CTG AEROPUERO;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE DE AUTOSERVICIO;0;0;7
2024;2;52587;13001;13;ACTIVO;APARTAMENTO 273 ED. PALMETO ELIPTIC;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;2;2;0
2024;1;52647;13001;13;ACTIVO;CARLOS ALBERTO SARMIENTO MENDOZA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;52687;13001;13;ACTIVO;VERGARA GUERRA CESAR AGUSTIN;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;52742;13001;13;ACTIVO;TRAVEL CITY TOURS;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;1
2024;2;52843;13001;13;ACTIVO;HOTEL LAS ISLAS;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;66;2046;1
2024;1;52903;13001;13;ACTIVO;CESAR DAVID HERAZO CARDENAS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;52912;13001;13;ACTIVO;MANZANILLO DC;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;15;19;2
2024;1;52944;13001;13;ACTIVO;MORROS CITY APTO 382;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;1;52987;13001;13;ACTIVO;SICLA: EMATUECOB S.A.S.EMPRESA AFRODECENDIENTE DE TURISMO ESPECIALIZADO ECOMANGLARES DE LA BOQUILLA SAS.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;2
2024;1;53150;13001;13;ACTIVO;MARTIN JOSE VERGARA PEREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;53227;13001;13;ACTIVO;THE CLOCK HOSTEL AND SUITES;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;4;50;7
2024;3;53280;13001;13;ACTIVO;HOTEL BARBELLA TRADITION;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;26;26;2
2024;2;53281;13001;13;ACTIVO;FLY CARTAGENA;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;2
2024;1;53338;13001;13;ACTIVO;ARRIENDOS Y SERVICIOS J CASARRUBIA;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;5;2;2
2024;3;53353;13001;13;ACTIVO;CONDOMINIOS VENTAS Y EVENTOS LTDA;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;6
2024;2;53363;13001;13;ACTIVO;VERONA PIZZA BAR RESTAURANTE S.A.S.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE;0;0;13
2024;4;53409;13001;13;ACTIVO;MP TURISTICO S.A.S.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;2
2024;2;53440;13001;13;ACTIVO;JAIME LEON MAZO ECHAVARRIA;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;FINCA TURISTICA (ALOJAMIENTO RURAL);8;16;0
2024;3;53488;13001;13;ACTIVO;GETSEMANI CARTAGENA HOTEL;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;24;27;10
2024;3;53489;13001;13;ACTIVO;MARIA DEL PUERTO SAS;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;3
2024;3;53491;13001;13;ACTIVO;HOTEL AIXO SUITES;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;60;80;47
2024;3;53497;13001;13;ACTIVO;CABAÑA QUINTA DEL MAR TINTIPAN;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;APARTAHOTEL;4;22;3
2024;1;53498;13001;13;ACTIVO;EDDIE AUGUSTO PRIETO CEREZO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;53515;13001;13;ACTIVO;SUAREZ DE BEESON MERCEDES;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;3;53522;13001;13;ACTIVO;SELINA CARTAGENA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOSTAL;84;332;15
2024;3;53631;13001;13;ACTIVO;CASA DE DON ANDRES DE MADARIAGA Y MORALES CONDE DE PESTAGUA;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;CASA TURISTICA;12;26;6
2024;3;53673;13001;13;ACTIVO;COSTANAHOSTAL;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOSTAL;6;9;3
2024;3;53674;13001;13;ACTIVO;COLOMBIAN HOME;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;APARTAHOTEL;1;5;1
2024;2;53675;13001;13;ACTIVO;BRITTON'S PLACE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;2;4;0
2024;3;53676;13001;13;ACTIVO;APTO 21 SAN DIEGO SUITES;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;3;5;3
2024;3;53677;13001;13;ACTIVO;APTO 35 SAN DIEGO SUITES;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;3;4;3
2024;3;53678;13001;13;ACTIVO;CASA OCCIDENTE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;22;22;3
2024;3;53684;13001;13;ACTIVO;BELLA HOUSE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;13;13;3
2024;1;53725;13001;13;ACTIVO;VELASCO CASSIANI FREDDY ORLANDO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;53729;13001;13;ACTIVO;LUXURY ATLANTISTOUR S.A.S.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;6
2024;1;53730;13001;13;ACTIVO;HERNAN DARIO REALES VEGA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;53769;13001;13;ACTIVO;APARTAMENTO 313 PALMETTO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;2;2;0
2024;3;53780;13001;13;ACTIVO;VISO INFINITY TRAVELS S.A.S;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;2
2024;4;53829;13001;13;ACTIVO;SIBARITA MASTER;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;2
2024;3;53888;13001;13;ACTIVO;TOURS BENJAMIN VELEZ S.A.S.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;2
2024;2;53894;13001;13;ACTIVO;APARTAMENTO 233 MORROS CITY;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;0
2024;3;53908;13001;13;ACTIVO;EDIFICIO MORROS CITY APTO 343;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;4;0
2024;3;53982;13001;13;ACTIVO;CURATO HOUSE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;4;15;3
2024;3;53983;13001;13;ACTIVO;CASTILLO HOUSE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;7;12;3
2024;3;53984;13001;13;ACTIVO;WONDERLAND PARTY HOSTEL;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOSTAL;9;48;1
2024;3;53986;13001;13;ACTIVO;HOBO HOUSE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;7;14;3
2024;2;54010;13001;13;ACTIVO;WILLY  JUNIOR GUTIERREZ  BUSTAMANTE;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;54081;13001;13;ACTIVO;CATAMARAN CARTAGENA;BOLIVAR;CARTAGENA;OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES;OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES;0;0;4
2024;3;54166;13001;13;ACTIVO;AGENCIA DE VIAJES CTC;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;5
2024;1;54195;13001;13;ACTIVO;NAZZAR PATERNINA KERIN DE SOCORRO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;5;1
2024;1;54209;13001;13;ACTIVO;NAZZAR PATERNINA KERIN DE SOCORRO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;1
2024;3;54334;13001;13;ACTIVO;J.A. CAR RENTAL;BOLIVAR;CARTAGENA;ARRENDADORES DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL;ARRENDADOR DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL;0;0;1
2024;1;54335;13001;13;ACTIVO;MORROS CITY APTO 312;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;APARTAHOTEL;1;2;1
2024;1;54386;13001;13;ACTIVO;NAZZAR PATERNINA KERIN DE SOCORRO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;1
2024;2;54413;13001;13;ACTIVO;FRANCISCO JAVIER OCHOA JARAMILLO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;2;8;0
2024;2;54417;13001;13;ACTIVO;JUAN CARLOS GARCIA ESCOBAR;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;6;0
2024;2;54444;13001;13;ACTIVO;APARTAMENTO 173 MORRO CITY;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;0
2024;2;54458;13001;13;ACTIVO;APARTAMENTO 115 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;54463;13001;13;ACTIVO;APARTAMENTO 98 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;54464;13001;13;ACTIVO;APARTAMENTO 88 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;54465;13001;13;ACTIVO;APARTAMENTO 124 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;54466;13001;13;ACTIVO;APARTAMENTO 78 EDIFICIO POSEIDON DEL CARIBE;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;2;0
2024;2;54475;13001;13;ACTIVO;ALBERTO  CUETO VIGIL;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;0
2024;3;54493;13001;13;ACTIVO;TOWNHOUSE;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;11;22;57
2024;3;54496;13001;13;ACTIVO;CASA ARTE HOTEL BOUTIQUE;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;7;9;2
2024;3;54519;13001;13;ACTIVO;HUELLA EXPERIENCE;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;3
2024;2;54530;13001;13;ACTIVO;CASA CRESPO;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;10;15;1
2024;3;54604;13001;13;ACTIVO;APARTAMENTO 46 MORROS 3;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;2;8;0
2024;1;54605;13001;13;ACTIVO;MARIA LUISA CRUZ DE VERGARA;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;3;0
2024;2;54619;13001;13;ACTIVO;APARTAMENTO 126 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;2;54620;13001;13;ACTIVO;APARTAMENTO 135 ED PORTOFINO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;1;0
2024;3;54643;13001;13;ACTIVO;APARTAMENTO 113 EDIFICIO EL CONQUISTADOR;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;0
2024;2;54649;13001;13;ACTIVO;NAMASTE ALOJAMIENTOS LUXURY;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;0
2024;3;54694;13001;13;ACTIVO;MARSIGLIA MEZA ROCIO DEL CARMEN;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;6;1
2024;3;54697;13001;13;ACTIVO;HOTEL PASEO BOLIVAR;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;21;22;1
2024;3;54699;13001;13;ACTIVO;MARSIGLIA MEZA ROCIO DEL CARMEN;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;OTRO TIPO DE VIVIENDA TURISTICA;1;4;1
2024;3;54720;13001;13;ACTIVO;ED CONQUISTADOR APTO 26;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;6;0
2024;3;54721;13001;13;ACTIVO;ED CONQUISTADOR APTO 1914;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;1;4;0
2024;4;54739;13001;13;ACTIVO;MONASTERIO HOSTEL;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;APARTAHOTEL;8;27;0
2024;1;54924;13001;13;ACTIVO;ABBA TOURS CARTAGENA;BOLIVAR;CARTAGENA;OFICINAS DE REPRESENTACION TURISTICA;OFICINA DE REPRESENTACION TURISTICA;0;0;1
2024;3;54943;13001;13;ACTIVO;CASONA DEL PORVENIR;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;13;16;2
2024;3;54944;13001;13;ACTIVO;CASONA DEL COLEGIO;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;13;16;2
2024;2;54946;13001;13;ACTIVO;GONZALEZ DE PERDOMO CONSUELO;BOLIVAR;CARTAGENA;VIVIENDAS TURISTICAS;APARTAMENTO TURISTICO;2;4;0
2024;1;54976;13001;13;ACTIVO;HOSPEDAJE LOS COCHES DE VILLA ESTRELLA S.A.S.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOSTAL;30;30;8
