A�O;MES;CODIGO_RNT;COD_MUN;COD_DPTO;ESTADO_RNT;RAZON_SOCIAL_ESTABLECIMIENTO;DEPARTAMENTO;MUNICIPIO;CATEGORIA;SUB_CATEGORIA;HABITACIONES;CAMAS;NUM_EMP
2024;3;61;13001;13;ACTIVO;AVIATUR CARTAGENA;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;34
2024;3;263;13001;13;ACTIVO;HOTEL CARTAGENA HILTON.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;341;548;373
2024;3;305;13001;13;ACTIVO;GEMA TOURS.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES MAYORISTAS;0;0;10
2024;3;327;13001;13;ACTIVO;VIAJES COLOMBIANOS LTDA. VIESCO;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;1
2024;2;405;13001;13;ACTIVO;CIRCULO DE VIAJES UNIVERSAL S.A.S.;BOLIVAR;CARTAGENA;EMPRESAS CAPTADORAS DE AHORRO PARA VIAJES;;0;0;43
2024;2;475;13001;13;ACTIVO;VIAJES CIRCULAR S.A.S.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;2
2024;3;493;13001;13;ACTIVO;HOTEL CAPILLA DEL MAR;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;206;398;135
2024;3;605;13001;13;ACTIVO;CALIENTE TOURS.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;34
2024;3;1203;13001;13;ACTIVO;CONTACTOS  ORGANIZADORES PROFESIONALES DE CONGRESOS;BOLIVAR;CARTAGENA;OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES;OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES;0;0;3
2024;3;1205;13001;13;ACTIVO;CONTACTOSLAS AMERICAS.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;2
2024;3;1209;13001;13;ACTIVO;CONTACTOS LALIANXA  BOCAGRANDE;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;13
2024;3;1217;13001;13;ACTIVO;CONTACTOS S.A.S.  SUCURSAL PEDRO DE HEREDIA;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;1
2024;3;1422;13001;13;ACTIVO;GEMA TOURS.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;10
2024;3;1438;13001;13;ACTIVO;GEMA TOURS HOTEL CARTAGENA HILTON.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;1
2024;3;2212;13001;13;ACTIVO;SERVICIOS TURISTICOS Y DE FIESTAS.FIESTA TOURS.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;11
2024;3;2823;13001;13;ACTIVO;CREPES Y WAFFLES CENTRO HISTORICO;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE;0;0;58
2024;3;3216;13001;13;ACTIVO;HOTEL DECAMERON;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;280;376;263
2024;3;3377;13001;13;ACTIVO;HOTEL LAS AMERICAS;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;530;924;566
2024;3;3380;13001;13;ACTIVO;RAFAEL ESPINOSA G Y CIA SAS OFICINA AEROPUERTO;BOLIVAR;CARTAGENA;OFICINAS DE REPRESENTACION TURISTICA;OFICINA DE REPRESENTACION TURISTICA;0;0;208
2024;3;3723;13001;13;ACTIVO;RESTAURANTE CHEF JULIAN.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE;0;0;13
2024;3;4014;13001;13;ACTIVO;HOTEL ALMIRANTE CARTAGENA COLOMBIA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;258;460;178
2024;3;4244;13001;13;ACTIVO;CHARLESTON CARTAGENA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;87;98;185
2024;3;4253;13001;13;ACTIVO;HOTEL CARIBE.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;363;960;164
2024;3;4255;13001;13;ACTIVO;HOTEL MONTERREY.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;30;35;28
2024;3;4596;13001;13;ACTIVO;CAMINO TOURS;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;0
2024;3;4719;13001;13;ACTIVO;AGENCIA OPERADORA DE TURISMO ISLA DEL ENCANTO;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES OPERADORAS;0;0;25
2024;3;5092;13001;13;ACTIVO;HOTEL BARLOVENTO;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;52;72;25
2024;3;5174;13001;13;ACTIVO;AGENCIA DE VIAJES MAR Y MAR;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;1
2024;3;5250;13001;13;ACTIVO;PUNTO DE VENTAS MULTIVACACIONES CARTAGENA DON BLAS;BOLIVAR;CARTAGENA;EMPRESAS DE TIEMPO COMPARTIDO Y MULTIPROPIEDAD;COMERCIALIZADORA;0;0;37
2024;3;5286;13001;13;ACTIVO;CIA HOTELERA CARTAGENA PLAZA.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;309;618;318
2024;3;5519;13001;13;ACTIVO;HOTEL SANTA CLARA S.A.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;125;249;293
2024;3;5574;13001;13;ACTIVO;AGENCIA DE VIAJES Y TURISMO MIRASOL TRAVEL.;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;5
2024;2;6096;13001;13;ACTIVO;HOTEL BAHIA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;64;132;31
2024;3;6128;13001;13;ACTIVO;KOKORIKO.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE;0;0;12
2024;3;6132;13001;13;ACTIVO;KOKORIKO.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE;0;0;11
2024;3;6356;13001;13;ACTIVO;BCD TRAVEL  CARTAGENA;BOLIVAR;CARTAGENA;AGENCIAS DE VIAJES;AGENCIA DE VIAJES Y DE TURISMO;0;0;1
2024;1;6368;13001;13;ACTIVO;IRIS DE JESUS LONDOÑO RESTREPO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;6842;13001;13;ACTIVO;HOTEL VILLA COLONIAL CARTAGENA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;25;39;4
2024;3;6862;13001;13;ACTIVO;HOTEL SAN PEDRO DE MAJAGUA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;17;51;36
2024;3;6880;13001;13;ACTIVO;APARTA HOTEL BOVEDAS DE SANTA CLARA;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;18;38;10
2024;3;7021;13001;13;ACTIVO;GEMA TOURS OPC;BOLIVAR;CARTAGENA;OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES;OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES;0;0;14
2024;3;7107;13001;13;ACTIVO;HOTEL CHARLOTTE;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;31;39;5
2024;1;7202;13001;13;ACTIVO;HERNANDO ARTURO MARRUGO JIMENEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7204;13001;13;ACTIVO;RAUL  CORDOBA ARROYO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7211;13001;13;ACTIVO;JOSE ANTONIO ARDILA VELAZCO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7226;13001;13;ACTIVO;ALFONSO ALFREDO DE AVILA GAMARRA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7227;13001;13;ACTIVO;MANUEL ANTONIO VIVANCO CARDENAS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7228;13001;13;ACTIVO;MARIA ESTELA BERMEJO JULIO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7229;13001;13;ACTIVO;JUAN MANUEL GARCIA AGUILAR;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7231;13001;13;ACTIVO;VICTOR JULIO MENDEZ CABALLERO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7233;13001;13;ACTIVO;EMIRO DEL CARMEN GONZALEZ BALDIRIS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7235;13001;13;ACTIVO;JENARO DE JESUS CANTILLO MARIMON;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7236;13001;13;ACTIVO;FORERO VELEZ FRANCISCO JAVIER;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7237;13001;13;ACTIVO;HURTADO ARROYO MARGARITA MARIA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7242;13001;13;ACTIVO;MANUEL  GUERRERO GOMEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7244;13001;13;ACTIVO;ROMERO ACEVEDO BIGLONIZA DEL SOCORRO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;1
2024;1;7246;13001;13;ACTIVO;ALFONSO  LOPEZ VITOLA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7248;13001;13;ACTIVO;GUSTAVO  SANCHEZ FLOREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7249;13001;13;ACTIVO;YENIS  GONZALEZ DIAZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7263;13001;13;ACTIVO;ALVARO JESUS RAMIREZ PEREIRA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7265;13001;13;ACTIVO;ANGELINA  ROMERO BLANQUICETT;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7266;13001;13;ACTIVO;MANUEL DE JESUS TERAN JULIO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7267;13001;13;ACTIVO;FRANCISCO  TOVAR RAMOS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7269;13001;13;ACTIVO;VERGARA MELENDEZ ENCARNACION;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7270;13001;13;ACTIVO;ADALBERTO  OSORIO GOMEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7272;13001;13;ACTIVO;MARLON  MONTES MIRANDA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7273;13001;13;ACTIVO;JUAN DE LA CRUZ RODRIGUEZ CASTRO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7277;13001;13;ACTIVO;VERBEL JULIO EDGAR;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;3
2024;3;7279;13001;13;ACTIVO;ALFONSO  ARROYO ALVAREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7281;13001;13;ACTIVO;ANIBAL  SANCHEZ PEREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7283;13001;13;ACTIVO;VICTOR MANUEL MENDEZ NAVARRO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7285;13001;13;ACTIVO;ROSIRIS FRANCISCA PINEDA PEREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7288;13001;13;ACTIVO;NOHEMY  PAVA PUERTA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7292;13001;13;ACTIVO;ROQUE JACINTO VERGARA MELENDEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7293;13001;13;ACTIVO;LIBARDO ANTONIO VIDES TEJEDOR;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7295;13001;13;ACTIVO;ANDRES GUILLERMO CASTAÑO PATERNINA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7297;13001;13;ACTIVO;FRANCISCO  CASTRO VISBAL;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7299;13001;13;ACTIVO;RAFAEL ENRIQUE SUAREZ SIMANCAS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7301;13001;13;ACTIVO;LEONOR MARIA SANCHEZ ESTRADA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7302;13001;13;ACTIVO;FRANCIA ELENA QUESADA DE GARCIA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7305;13001;13;ACTIVO;JORGE ELIECER GONZALEZ ROSALES;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7306;13001;13;ACTIVO;FANNY MARIA SANCHEZ PEREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7309;13001;13;ACTIVO;ROBERTO  HERNANDEZ CABARCAS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7311;13001;13;ACTIVO;NORIEGA CASTELLAR NELSON HENRIQUE;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7313;13001;13;ACTIVO;SERGIO  CAMACHO PACHECO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7314;13001;13;ACTIVO;JAIRO ENRIQUE MANJARRES SIERRA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7315;13001;13;ACTIVO;MARCO ANTONIO JIMENEZ VELEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7316;13001;13;ACTIVO;MONICA DE LA CANDELARIA UPARELA GONZALEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7318;13001;13;ACTIVO;RAFAEL GUILLERMO RIVERO MOUTHON;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7320;13001;13;ACTIVO;MARELVY PE�A HALL;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7321;13001;13;ACTIVO;SANDY RAMON CUADRADO SALCEDO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7322;13001;13;ACTIVO;OSCAR FRANCISCO BARRIOS RUIZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7323;13001;13;ACTIVO;DE ZUBIRIA FRANCO DORA CECILIA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;1
2024;2;7325;13001;13;ACTIVO;GERSON  PAJARO JINETE;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7327;13001;13;ACTIVO;MARIA ROCIO RODRIGUEZ AMBORSIO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7334;13001;13;ACTIVO;JACINTO  JIMENEZ TABORDA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7336;13001;13;ACTIVO;FLORENTINO  HERRERA ESCALONA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7338;13001;13;ACTIVO;MARCOS  ALVAREZ MARTINEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7339;13001;13;ACTIVO;CLAUDIA DEL SOCORRO VIDAL FORTICH;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7340;13001;13;ACTIVO;CASTILLO RODRIGUEZ BLANCA INES;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;4
2024;1;7341;13001;13;ACTIVO;EMILSA  CHALA VILLARREAL;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7342;13001;13;ACTIVO;JUDITH ROSA CHAVEZ OCHOA DE BELTRAN;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7343;13001;13;ACTIVO;ARTURO FEDERICO CORPUS GARCIA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7344;13001;13;ACTIVO;MERCEDES  COVELIERS DE SANCHEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7346;13001;13;ACTIVO;EDILBERTO GARCIA CASTA�O;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7347;13001;13;ACTIVO;GARCIA GUERRERO WALTER;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7348;13001;13;ACTIVO;ANGEL  GOMEZ CANTILLO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7349;13001;13;ACTIVO;ANA BERTHA HERNANDEZ COLON;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7350;13001;13;ACTIVO;MONICA MARIA HERRERA DE RAMOS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7351;13001;13;ACTIVO;CARLOS EDUARDO IBARRA MONTENEGRO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7352;13001;13;ACTIVO;AURORA MARIA LEDESMA CUELLO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7353;13001;13;ACTIVO;FERNANDO  LOPEZ PRENS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7354;13001;13;ACTIVO;JAIRO  MARTINEZ TERAN;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7356;13001;13;ACTIVO;MATOREL BUELVAS ALVARO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;1
2024;1;7357;13001;13;ACTIVO;NIBA  MENDOZA MARTINEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7358;13001;13;ACTIVO;JORGE  MORAD PEREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7359;13001;13;ACTIVO;MORALES MARTINEZ ISMAEL;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7360;13001;13;ACTIVO;NIDIA  NUÑEZ BAUTISTA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7361;13001;13;ACTIVO;CECILIO  PEREZ SANTANA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7364;13001;13;ACTIVO;RODOLFO  SANCHEZ PEREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7530;13001;13;ACTIVO;MANUEL ENRIQUE CASTELLAR POSSO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7539;13001;13;ACTIVO;CASTELLAR POSSO LUIS GUILLERMO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7583;13001;13;ACTIVO;RESTAURANTE CAFE SAN PEDRO;BOLIVAR;CARTAGENA;BARES;GASTROBAR;0;0;45
2024;3;7584;13001;13;ACTIVO;RESTAURANTE LA VITROLA;BOLIVAR;CARTAGENA;BARES;GASTROBAR;0;0;41
2024;3;7624;13001;13;ACTIVO;BUITRAGO PICO HUGO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7625;13001;13;ACTIVO;EDGAR ENRIQUE CORREA HURTADO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7626;13001;13;ACTIVO;DURAN  ANGEL EDUARDO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;1
2024;1;7627;13001;13;ACTIVO;MANUEL  GOMEZ PEREIRA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7628;13001;13;ACTIVO;RAFAEL ALBERTO LARA PEDROZA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;3;7631;13001;13;ACTIVO;WILFRED GUILLERMO NIEVES TROCHA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7632;13001;13;ACTIVO;ESTER CECILIA OLIVO PAREDES;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7634;13001;13;ACTIVO;JAVIER  RAMIREZ DE AVILA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7635;13001;13;ACTIVO;RODRIGUEZ VILLA RAFAEL BERNARDO DE JESUS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7636;13001;13;ACTIVO;MARTIN EMILIO ROSALES GOMEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7647;13001;13;ACTIVO;ADALBERTO ANTONIO ALVAREZ RIQUET;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7657;13001;13;ACTIVO;MYRIAM  DE LA ESPRIELLA RODRIGUEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;4;7660;13001;13;ACTIVO;HOTEL RESTAURANTE ISLA DE CAPRI.;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE ALOJAMIENTO TURISTICO;HOTEL;32;48;10
2024;1;7666;13001;13;ACTIVO;CARMEN CONSUELO GARCIA GALEANO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7668;13001;13;ACTIVO;AMBROSIO  ESCORCIA MELENDEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7675;13001;13;ACTIVO;PUENTE DORIA FRANKLIN DEL SOCORRO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7682;13001;13;ACTIVO;TORRES GUERRA GREGORIO;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7683;13001;13;ACTIVO;AMAURY  SOTO FLOREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7699;13001;13;ACTIVO;ANTONIO MARIA RUIZ SALINAS;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;4;7740;13001;13;ACTIVO;ABELARDO  URRUCHURTU  SANCHEZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;2;7741;13001;13;ACTIVO;OSVALDO ENRIQUE BAENA ALVAREZ;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;1;7746;13001;13;ACTIVO;CARLOS MANUEL GONZALEZ MIRANDA;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;0
2024;4;7771;13001;13;ACTIVO;PIZZAS PICCOLO  SAN MARTIN;BOLIVAR;CARTAGENA;ESTABLECIMIENTOS DE GASTRONOMIA;RESTAURANTE;0;0;25
2024;3;7773;13001;13;ACTIVO;AVIATUR CARTAGENA;BOLIVAR;CARTAGENA;OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES;OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES;0;0;34
2024;1;7799;13001;13;ACTIVO;SANCHEZ DONADO FRANKLIN SANSON;BOLIVAR;CARTAGENA;GUIAS DE TURISMO;GUIA DE TURISMO;0;0;1
